dispute_id,reason_code,amount,hours_remaining_at_creation,evidence_type,extracted_order_id,extracted_customer_name,extracted_date,extracted_address,true_order_id,true_customer_name,true_date,true_address,evidence_is_valid_label,tamper_flag_label,dispute_outcome_won_label,true_win_probability_declared_synthetic_only,evidence_completeness_at_submission,evidence_validity_rate_at_submission
disp_0d03d725d4ab41,unrecognized_transaction,55571.72,16.0,billing_proof,ORD367095,Rahul Rao,2026-08-11,"2 Main Rd, Hyderabad",ORD367095,Rahul Rao,2026-08-11,"2 Main Rd, Hyderabad",True,False,True,0.7932,1.0,1.0
disp_0d03d725d4ab41,unrecognized_transaction,55571.72,16.0,access_activity_log,ORD367095,Rahul Rao,2026-08-11,"2 Main Rd, Hyderabad",ORD367095,Rahul Rao,2026-08-11,"2 Main Rd, Hyderabad",True,False,True,0.7932,1.0,1.0
disp_012bfda7361743,duplicate_processing,33487.54,23.0,access_activity_log,ORD528231,Divya Rao,2026-07-27,"714 Main Rd, Mumbai",ORD528231,Divya Rao,2026-07-27,"714 Main Rd, Mumbai",True,False,True,0.6024,0.5,1.0
disp_bae16a1b091545,credit_not_processed,26078.34,11.0,refund_cancellation_policy,ORD974224,Rahul Menon,2026-07-31,"813 Cross St, Kochi",ORD974224,Rahul Menon,2026-07-31,"294 Main Rd, Bengaluru",False,False,True,0.6368,1.0,0.5
disp_bae16a1b091545,credit_not_processed,26078.34,11.0,refund_confirmation,ORD974224,Rahul Menon,2026-07-31,"294 Main Rd, Bengaluru",ORD974224,Rahul Menon,2026-07-31,"294 Main Rd, Bengaluru",True,False,True,0.6368,1.0,0.5
disp_1cd71251124646,subscription_cancelled,14474.68,25.0,cancellation_proof,ORD749342,Divya Iyer,2026-07-28,"626 Cross St, Kochi",ORD749342,Divya Iyer,2026-07-28,"839 Main Rd, Kochi",False,False,True,0.514,0.667,0.5
disp_1cd71251124646,subscription_cancelled,14474.68,25.0,term_and_conditions,ORD749342,Divya Iyer,2026-07-28,"839 Main Rd, Kochi",ORD749342,Divya Iyer,2026-07-28,"839 Main Rd, Kochi",True,False,True,0.514,0.667,0.5
disp_1cd71251124646,subscription_cancelled,14474.68,25.0,shipping_proof,ORD749342,Divya Iyer,2026-07-28,"839 Main Rd, Kochi",ORD749342,Divya Iyer,2026-07-28,"839 Main Rd, Kochi",True,False,True,0.514,0.667,0.5
disp_eb4926416fd144,credit_not_processed,13521.05,57.0,refund_confirmation,ORD254739,Meera Gupta,2026-08-10,"798 Main Rd, Delhi",ORD254739,Rahul Iyer,2026-08-10,"798 Main Rd, Delhi",False,False,True,0.7249,1.0,0.5
disp_eb4926416fd144,credit_not_processed,13521.05,57.0,refund_cancellation_policy,ORD254739,Rahul Iyer,2026-08-10,"798 Main Rd, Delhi",ORD254739,Rahul Iyer,2026-08-10,"798 Main Rd, Delhi",True,False,True,0.7249,1.0,0.5
disp_bffb09a0ca0848,credit_not_processed,45230.72,11.0,refund_cancellation_policy,ORD567574,Amit Krishnan,2026-08-17,"461 Main Rd, Mumbai",ORD567574,Amit Krishnan,2026-07-31,"461 Main Rd, Mumbai",False,False,False,0.4031,1.0,0.0
disp_bffb09a0ca0848,credit_not_processed,45230.72,11.0,refund_confirmation,ORD567574,Amit Krishnan,2026-09-05,"461 Main Rd, Mumbai",ORD567574,Amit Krishnan,2026-07-31,"461 Main Rd, Mumbai",False,False,False,0.4031,1.0,0.0
disp_ec5935b3322b45,goods_services_not_as_described,24752.16,1.0,term_and_conditions,ORD827659,Amit Reddy,2026-08-05,"66 Main Rd, Delhi",ORD827659,Amit Reddy,2026-08-05,"66 Main Rd, Delhi",True,False,True,0.733,1.0,0.75
disp_ec5935b3322b45,goods_services_not_as_described,24752.16,1.0,shipping_proof,ORD827659,Amit Reddy,2026-08-05,"66 Main Rd, Delhi",ORD827659,Amit Reddy,2026-08-05,"66 Main Rd, Delhi",True,False,True,0.733,1.0,0.75
disp_ec5935b3322b45,goods_services_not_as_described,24752.16,1.0,refund_cancellation_policy,ORD827659,Amit Reddy,2026-08-05,"66 Main Rd, Delhi",ORD827659,Amit Reddy,2026-08-05,"66 Main Rd, Delhi",False,True,True,0.733,1.0,0.75
disp_ec5935b3322b45,goods_services_not_as_described,24752.16,1.0,customer_communication,ORD827659,Amit Reddy,2026-08-05,"66 Main Rd, Delhi",ORD827659,Amit Reddy,2026-08-05,"66 Main Rd, Delhi",True,False,True,0.733,1.0,0.75
disp_ad1c09821a9a47,credit_not_processed,26432.24,52.0,refund_cancellation_policy,ORD664365,Sneha Krishnan,2026-08-04,"225 Main Rd, Mumbai",ORD664365,Sneha Krishnan,2026-08-04,"225 Main Rd, Mumbai",True,False,False,0.6514,0.5,1.0
disp_8c4ccb853abc47,goods_services_not_as_described,39948.49,49.0,term_and_conditions,ORD660069,Rahul Rao,2026-08-26,"607 Main Rd, Hyderabad",ORD660069,Rahul Rao,2026-07-29,"607 Main Rd, Hyderabad",False,False,True,0.1266,0.25,0.0
disp_8c4ccb853abc47,goods_services_not_as_described,39948.49,49.0,access_activity_log,ORD660069,Rahul Rao,2026-07-29,"335 Cross St, Mumbai",ORD660069,Rahul Rao,2026-07-29,"607 Main Rd, Hyderabad",False,False,True,0.1266,0.25,0.0
disp_ba3db85428684e,duplicate_processing,13841.22,26.0,billing_proof,ORD593152,Rahul Sharma,2026-08-15,"975 Main Rd, Mumbai",ORD593152,Rahul Sharma,2026-08-15,"975 Main Rd, Mumbai",True,False,False,0.6775,0.5,1.0
disp_f1de8052d4dc4b,goods_services_not_as_described,15746.5,49.0,customer_communication,ORD596564,Priya Reddy,2026-08-08,"477 Main Rd, Pune",ORD596564,Priya Reddy,2026-08-13,"477 Main Rd, Pune",False,False,False,0.7142,0.75,0.667
disp_f1de8052d4dc4b,goods_services_not_as_described,15746.5,49.0,refund_cancellation_policy,ORD596564,Priya Reddy,2026-08-13,"477 Main Rd, Pune",ORD596564,Priya Reddy,2026-08-13,"477 Main Rd, Pune",True,False,False,0.7142,0.75,0.667
disp_f1de8052d4dc4b,goods_services_not_as_described,15746.5,49.0,shipping_proof,ORD596564,Priya Reddy,2026-08-13,"477 Main Rd, Pune",ORD596564,Priya Reddy,2026-08-13,"477 Main Rd, Pune",True,False,False,0.7142,0.75,0.667
disp_afb270d68aec4d,goods_services_not_received,18444.17,44.0,term_and_conditions,ORD824161,Sneha Iyer,2026-07-30,"714 Main Rd, Kochi",ORD824161,Sneha Iyer,2026-07-30,"714 Main Rd, Kochi",True,False,True,0.8792,1.0,1.0
disp_afb270d68aec4d,goods_services_not_received,18444.17,44.0,shipping_proof,ORD824161,Sneha Iyer,2026-07-30,"714 Main Rd, Kochi",ORD824161,Sneha Iyer,2026-07-30,"714 Main Rd, Kochi",True,False,True,0.8792,1.0,1.0
disp_afb270d68aec4d,goods_services_not_received,18444.17,44.0,customer_communication,ORD824161,Sneha Iyer,2026-07-30,"714 Main Rd, Kochi",ORD824161,Sneha Iyer,2026-07-30,"714 Main Rd, Kochi",True,False,True,0.8792,1.0,1.0
disp_00e99435d7934e,credit_not_processed,26411.49,58.0,refund_cancellation_policy,ORD554582,Divya Krishnan,2026-08-14,"725 Main Rd, Bengaluru",ORD554582,Divya Krishnan,2026-08-14,"725 Main Rd, Bengaluru",True,False,False,0.6807,1.0,0.5
disp_00e99435d7934e,credit_not_processed,26411.49,58.0,refund_confirmation,ORD554582,Priya Menon,2026-08-14,"725 Main Rd, Bengaluru",ORD554582,Divya Krishnan,2026-08-14,"725 Main Rd, Bengaluru",False,False,False,0.6807,1.0,0.5
disp_626ea97d0ed448,unrecognized_transaction,51131.69,44.0,access_activity_log,ORD800646,Karthik Gupta,2026-07-29,"30 Main Rd, Delhi",ORD800646,Karthik Gupta,2026-07-29,"30 Main Rd, Delhi",True,False,False,0.4884,0.333,1.0
disp_5a04730264394d,unrecognized_transaction,24682.47,48.0,billing_proof,ORD641722,Sneha Iyer,2026-08-16,"248 Main Rd, Pune",ORD641722,Sneha Iyer,2026-08-17,"248 Main Rd, Pune",False,False,True,0.6299,1.0,0.333
disp_5a04730264394d,unrecognized_transaction,24682.47,48.0,access_activity_log,ORD641722,Sneha Iyer,2026-08-17,"248 Main Rd, Pune",ORD641722,Sneha Iyer,2026-08-17,"248 Main Rd, Pune",True,False,True,0.6299,1.0,0.333
disp_5a04730264394d,unrecognized_transaction,24682.47,48.0,customer_communication,ORD641722,Sneha Iyer,2026-08-17,"248 Main Rd, Pune",ORD641722,Sneha Iyer,2026-08-17,"248 Main Rd, Pune",False,True,True,0.6299,1.0,0.333
disp_a805c121f9da48,duplicate_processing,16619.53,24.0,billing_proof,ORD882169,Divya Gupta,2026-08-04,"720 Main Rd, Delhi",ORD882169,Divya Gupta,2026-08-04,"720 Main Rd, Delhi",False,True,True,0.6841,1.0,0.5
disp_a805c121f9da48,duplicate_processing,16619.53,24.0,access_activity_log,ORD882169,Divya Gupta,2026-08-04,"720 Main Rd, Delhi",ORD882169,Divya Gupta,2026-08-04,"720 Main Rd, Delhi",True,False,True,0.6841,1.0,0.5
disp_009f44d4543345,subscription_cancelled,18126.66,17.0,cancellation_proof,ORD157174,Arjun Iyer,2026-08-02,"853 Main Rd, Bengaluru",ORD389930,Arjun Iyer,2026-08-02,"853 Main Rd, Bengaluru",False,False,False,0.5281,0.667,0.5
disp_009f44d4543345,subscription_cancelled,18126.66,17.0,access_activity_log,ORD389930,Arjun Iyer,2026-08-02,"853 Main Rd, Bengaluru",ORD389930,Arjun Iyer,2026-08-02,"853 Main Rd, Bengaluru",True,False,False,0.5281,0.667,0.5
disp_009f44d4543345,subscription_cancelled,18126.66,17.0,refund_cancellation_policy,ORD389930,Arjun Iyer,2026-08-02,"853 Main Rd, Bengaluru",ORD389930,Arjun Iyer,2026-08-02,"853 Main Rd, Bengaluru",True,False,False,0.5281,0.667,0.5
disp_2fde2bf4429045,goods_services_not_received,11469.64,9.0,customer_communication,ORD398151,Meera Krishnan,2026-07-30,"452 Main Rd, Mumbai",ORD398151,Meera Krishnan,2026-07-30,"452 Main Rd, Mumbai",True,False,True,0.5925,0.333,1.0
disp_a9fadc0e4b2842,goods_services_not_received,33988.96,49.0,shipping_proof,ORD760021,Rahul Nair,2026-07-30,"153 Main Rd, Kochi",ORD760021,Rahul Nair,2026-07-30,"153 Main Rd, Kochi",True,False,False,0.7336,0.667,1.0
disp_a9fadc0e4b2842,goods_services_not_received,33988.96,49.0,term_and_conditions,ORD760021,Rahul Nair,2026-07-30,"153 Main Rd, Kochi",ORD760021,Rahul Nair,2026-07-30,"153 Main Rd, Kochi",True,False,False,0.7336,0.667,1.0
disp_a9fadc0e4b2842,goods_services_not_received,33988.96,49.0,refund_confirmation,ORD760021,Rahul Nair,2026-07-30,"153 Main Rd, Kochi",ORD760021,Rahul Nair,2026-07-30,"153 Main Rd, Kochi",False,True,False,0.7336,0.667,1.0
disp_2dcd06a0b3d24d,duplicate_processing,6404.4,21.0,billing_proof,ORD549660,Amit Iyer,2026-07-30,"625 Main Rd, Pune",ORD549660,Arjun Sharma,2026-07-30,"625 Main Rd, Pune",False,False,False,0.2317,0.5,0.0
disp_b6c0e70e040a43,credit_not_processed,17642.24,26.0,refund_cancellation_policy,ORD722656,Meera Menon,2026-07-26,"34 Main Rd, Bengaluru",ORD722656,Meera Menon,2026-07-26,"34 Main Rd, Bengaluru",True,False,True,0.8455,1.0,1.0
disp_b6c0e70e040a43,credit_not_processed,17642.24,26.0,refund_confirmation,ORD722656,Meera Menon,2026-07-26,"34 Main Rd, Bengaluru",ORD722656,Meera Menon,2026-07-26,"34 Main Rd, Bengaluru",True,False,True,0.8455,1.0,1.0
disp_4f579640600c42,unrecognized_transaction,4748.89,37.0,access_activity_log,ORD779094,Amit Menon,2026-08-10,"847 Main Rd, Bengaluru",ORD779094,Amit Menon,2026-08-10,"847 Main Rd, Bengaluru",True,False,True,0.6725,0.333,1.0
disp_89bd3d6f501f44,credit_not_processed,29880.82,33.0,refund_confirmation,ORD418862,Karthik Menon,2026-07-26,"513 Main Rd, Hyderabad",ORD418862,Karthik Menon,2026-07-26,"513 Main Rd, Hyderabad",True,False,True,0.6294,0.5,1.0
disp_2108d498fca44b,goods_services_not_as_described,45904.99,56.0,term_and_conditions,ORD976566,Rahul Menon,2026-07-27,"591 Main Rd, Chennai",ORD976566,Rahul Menon,2026-07-27,"591 Main Rd, Chennai",True,False,False,0.3785,0.5,0.5
disp_2108d498fca44b,goods_services_not_as_described,45904.99,56.0,refund_cancellation_policy,ORD976566,Rahul Menon,2026-07-27,"591 Main Rd, Chennai",ORD976566,Rahul Menon,2026-07-27,"591 Main Rd, Chennai",False,True,False,0.3785,0.5,0.5
disp_c1bd91035c3f4d,credit_not_processed,51535.12,71.0,refund_cancellation_policy,ORD528184,Divya Gupta,2026-08-06,"687 Main Rd, Chennai",ORD528184,Divya Gupta,2026-08-06,"687 Main Rd, Chennai",True,False,True,0.8126,1.0,1.0
disp_c1bd91035c3f4d,credit_not_processed,51535.12,71.0,refund_confirmation,ORD528184,Divya Gupta,2026-08-06,"687 Main Rd, Chennai",ORD528184,Divya Gupta,2026-08-06,"687 Main Rd, Chennai",True,False,True,0.8126,1.0,1.0
disp_d33b80dc4bc742,goods_services_not_received,24548.42,27.0,shipping_proof,ORD364659,Divya Iyer,2026-08-07,"994 Main Rd, Kochi",ORD364659,Divya Iyer,2026-08-07,"994 Main Rd, Kochi",True,False,True,0.8434,1.0,1.0
disp_d33b80dc4bc742,goods_services_not_received,24548.42,27.0,customer_communication,ORD364659,Divya Iyer,2026-08-07,"994 Main Rd, Kochi",ORD364659,Divya Iyer,2026-08-07,"994 Main Rd, Kochi",True,False,True,0.8434,1.0,1.0
disp_d33b80dc4bc742,goods_services_not_received,24548.42,27.0,term_and_conditions,ORD364659,Divya Iyer,2026-08-07,"994 Main Rd, Kochi",ORD364659,Divya Iyer,2026-08-07,"994 Main Rd, Kochi",True,False,True,0.8434,1.0,1.0
disp_d33b80dc4bc742,goods_services_not_received,24548.42,27.0,refund_cancellation_policy,ORD364659,Divya Iyer,2026-08-07,"994 Main Rd, Kochi",ORD364659,Divya Iyer,2026-08-07,"994 Main Rd, Kochi",True,False,True,0.8434,1.0,1.0
disp_71636ea3d43d4c,goods_services_not_as_described,36727.86,16.0,customer_communication,ORD559398,Meera Iyer,2026-08-08,"30 Main Rd, Pune",ORD559398,Meera Iyer,2026-08-08,"30 Main Rd, Pune",True,False,False,0.3255,0.5,0.5
disp_71636ea3d43d4c,goods_services_not_as_described,36727.86,16.0,term_and_conditions,ORD583863,Meera Iyer,2026-08-08,"30 Main Rd, Pune",ORD559398,Meera Iyer,2026-08-08,"30 Main Rd, Pune",False,False,False,0.3255,0.5,0.5
